MAG_id,superkingdom,phylum,genome_size,cluster_div
MASTER_WP4_TEAGASC_1__TGS14-27__bin.3,Bacteria,Firmicutes,1933142,567
MASTER_WP4_UNINA_2__T-24.1__bin.11,Bacteria,Firmicutes,2758747,663
WalshAM_2020__ERS3466735__bin.4,Bacteria,Firmicutes,2446802,627
WalshAM_2020__ERS3466741__bin.2,Bacteria,Firmicutes,2235281,608
WalshAM_2020__ERS3466763__bin.2,Bacteria,Firmicutes,1735886,550
WalshAM_2020__ERS3466779__bin.1,Bacteria,Firmicutes,2199943,618
WalshL_xxxx__H10__bin.2,Bacteria,Firmicutes,2417954,631
AlvarezOrdonezA_xxxx__Q03-29__bin.13,Bacteria,Firmicutes,2244014,650
BertuzziAS_2018__ERS2032096__bin.3,Bacteria,Firmicutes,2020166,621
BertuzziAS_2018__ERS2032103__bin.10,Bacteria,Firmicutes,2364781,640
DeFilippisF_xxxx__DF_77__bin.9,Bacteria,Firmicutes,2015519,590
MASTER_WP4_CSIC_2__P2548__bin.15,Bacteria,Firmicutes,1703473,459
MASTER_WP4_CSIC_2__P2631__bin.4,Bacteria,Firmicutes,1284648,396
MASTER_WP4_TEAGASC_1__TGS03-23__bin.1,Bacteria,Firmicutes,1451931,424
MASTER_WP4_UNINA_1__CF008_71775__bin.1,Bacteria,Firmicutes,2353256,668
MASTER_WP4_UNINA_2__V-25__bin.8,Bacteria,Firmicutes,2008952,575
WalshAM_2020__ERS3466733__bin.1,Bacteria,Firmicutes,1890624,578
WalshAM_2020__ERS3466767__bin.2,Bacteria,Firmicutes,2295604,661
WalshAM_2020__ERS3466786__bin.1,Bacteria,Firmicutes,2506872,677
WalshL_xxxx__J9__bin.1,Bacteria,Firmicutes,2211641,649
WalshL_xxxx__P8__bin.2,Bacteria,Firmicutes,2229046,651
WalshL_xxxx__Q4__bin.1,Bacteria,Firmicutes,2123423,619
AlvarezOrdonezA_xxxx__Q03-27__bin.7,Bacteria,Firmicutes,2459727,631
AlvarezOrdonezA_xxxx__Q04-27__bin.8,Bacteria,Firmicutes,2493896,641
BertuzziAS_2018__ERS2032097__bin.4,Bacteria,Firmicutes,1543355,480
BertuzziAS_2018__ERS2032105__bin.2,Bacteria,Firmicutes,2250068,639
MASTER_WP4_CSIC_1__P2224_73323__bin.7,Bacteria,Firmicutes,1335260,424
MASTER_WP4_FFoQSI_1__DC18-F-AC__bin.1,Bacteria,Firmicutes,1733719,561
MASTER_WP4_FFoQSI_1__DC18-F-AR__bin.15,Bacteria,Firmicutes,1801769,554
MASTER_WP4_TEAGASC_1__TGS01-25__bin.3,Bacteria,Firmicutes,1882509,587
MASTER_WP4_TEAGASC_1__TGS12-26__bin.2,Bacteria,Firmicutes,1106843,331
MASTER_WP4_TEAGASC_1__TGS13-26__bin.6,Bacteria,Firmicutes,1963708,570
PfeferT_xxxx__SRS2870581__bin.4,Bacteria,Firmicutes,1157906,337
PfeferT_xxxx__SRS2870602__bin.5,Bacteria,Firmicutes,2110555,632
WalshAM_2020__ERS3466755__bin.1,Bacteria,Firmicutes,2410335,668
WalshAM_2020__ERS3466783__bin.3,Bacteria,Firmicutes,1478364,430
WalshL_xxxx__H3_S87__bin.14,Bacteria,Firmicutes,2338875,650
WalshL_xxxx__H4__bin.2,Bacteria,Firmicutes,2252017,641
WalshL_xxxx__J1__bin.7,Bacteria,Firmicutes,2216781,642
WalshL_xxxx__Q5__bin.2,Bacteria,Firmicutes,2241055,650
WalshL_xxxx__V12__bin.1,Bacteria,Firmicutes,2385785,646
WalshL_xxxx__V4__bin.1,Bacteria,Firmicutes,2305204,640
LeechJ_2020__ERS3967708__bin.1,Bacteria,Firmicutes,1698301,548
MASTER_WP4_CSIC_2__P2508__bin.3,Bacteria,Firmicutes,958162,297
MASTER_WP4_CSIC_2__P2520__bin.3,Bacteria,Firmicutes,1549233,475
WalshAM_2020__ERS3466778__bin.1,Bacteria,Firmicutes,2091507,556
WalshL_xxxx__B12__bin.6,Bacteria,Firmicutes,1922453,549
WalshL_xxxx__L7__bin.3,Bacteria,Firmicutes,2411970,658
WalshL_xxxx__N10__bin.2,Bacteria,Firmicutes,1874367,522
WalshL_xxxx__S8__bin.4,Bacteria,Firmicutes,2403630,658
WalshL_xxxx__W7__bin.2,Bacteria,Firmicutes,2278425,647
AlvarezOrdonezA_xxxx__Q04-24__bin.3,Bacteria,Firmicutes,2302335,631
AlvarezOrdonezA_xxxx__Q06-23__bin.2,Bacteria,Firmicutes,2196185,626
AlvarezOrdonezA_xxxx__Q06-24__bin.2,Bacteria,Firmicutes,2415614,639
MASTER_WP4_CSIC_1__P2228_73323__bin.11,Bacteria,Firmicutes,1811192,575
MASTER_WP4_CSIC_2__P2514__bin.5,Bacteria,Firmicutes,1262752,395
MASTER_WP4_CSIC_2__P2626__bin.8,Bacteria,Firmicutes,2087016,628
MASTER_WP4_TEAGASC_1__TGS01-23__bin.3,Bacteria,Firmicutes,1802120,535
WalshAM_2020__ERS3466726__bin.6,Bacteria,Firmicutes,2080384,621
WalshAM_2020__ERS3466732__bin.1,Bacteria,Firmicutes,2424702,639
WalshAM_2020__ERS3466743__bin.3,Bacteria,Firmicutes,2175527,571
WalshL_xxxx__L11__bin.2,Bacteria,Firmicutes,2245672,653
WalshL_xxxx__V10__bin.2,Bacteria,Firmicutes,2290300,647
WolfeBE_2014__319_Tarentaise__bin.6,Bacteria,Firmicutes,2191889,586
BertuzziAS_2018__ERS2032108__bin.6,Bacteria,Firmicutes,1925123,482
DeFilippisF_xxxx__DF_35__bin.7,Bacteria,Firmicutes,2168283,616
MASTER_WP4_CSIC_1__P2192_73323__bin.5,Bacteria,Firmicutes,1218921,338
MASTER_WP4_CSIC_1__P2225_73323__bin.1,Bacteria,Firmicutes,1185167,365
MASTER_WP4_CSIC_2__P2519__bin.6,Bacteria,Firmicutes,1107494,313
MASTER_WP4_CSIC_2__P2601__bin.26,Bacteria,Firmicutes,1212203,371
MASTER_WP4_CSIC_2__P2633__bin.18,Bacteria,Firmicutes,1890743,541
MASTER_WP4_UNINA_1__PB007_73417__bin.20,Bacteria,Firmicutes,1367554,421
MASTER_WP4_UNINA_2__H-28__bin.4,Bacteria,Firmicutes,1730663,507
WalshAM_2020__ERS3466752__bin.2,Bacteria,Firmicutes,1488690,360
WalshAM_2020__ERS3466769__bin.1,Bacteria,Firmicutes,2092820,610
WalshL_xxxx__I5__bin.5,Bacteria,Firmicutes,2229929,653
WalshL_xxxx__M12__bin.1,Bacteria,Firmicutes,1962445,549
WalshL_xxxx__O11__bin.3,Bacteria,Firmicutes,2225617,651
WalshL_xxxx__P9__bin.2,Bacteria,Firmicutes,2209391,648
WalshL_xxxx__Q3__bin.7,Bacteria,Firmicutes,2242283,652
WalshL_xxxx__S3__bin.1,Bacteria,Firmicutes,1956271,540
WalshL_xxxx__W10__bin.1,Bacteria,Firmicutes,2280848,647
AlvarezOrdonezA_xxxx__Q06-27__bin.6,Bacteria,Firmicutes,2765276,672
AlvarezOrdonezA_xxxx__Q07-25__bin.1,Bacteria,Firmicutes,2410018,632
BertuzziAS_2018__ERS2032121__bin.2,Bacteria,Firmicutes,2157179,625
DeFilippisF_xxxx__DF_104__bin.12,Bacteria,Firmicutes,2337508,648
EinsonEJ_2018__SRS2706108__bin.2,Bacteria,Firmicutes,1507677,431
MASTER_WP4_CSIC_1__P2149_73322__bin.1,Bacteria,Firmicutes,1781829,526
MASTER_WP4_CSIC_2__P2545__bin.7,Bacteria,Firmicutes,2393227,657
MASTER_WP4_CSIC_2__P2628__bin.11,Bacteria,Firmicutes,1587026,484
MASTER_WP4_UNINA_1__AS212_71775__bin.11,Bacteria,Firmicutes,2051594,633
MASTER_WP4_UNINA_1__MO007_73418__bin.3,Bacteria,Firmicutes,2160377,604
MASTER_WP4_UNINA_1__PR107_71775__bin.4,Bacteria,Firmicutes,2509925,650
PfeferT_xxxx__SRS2870582__bin.1,Bacteria,Firmicutes,1251901,371
PfeferT_xxxx__SRS2870590__bin.4,Bacteria,Firmicutes,2256400,649
PothakosV_2020__ERS2068303__bin.13,Bacteria,Firmicutes,1764902,434
WalshAM_2020__ERS3466751__bin.1,Bacteria,Firmicutes,2299350,645
WalshAM_2020__ERS3466787__bin.2,Bacteria,Firmicutes,2136298,625
WalshL_xxxx__V1__bin.3,Bacteria,Firmicutes,2286092,648
AlvarezOrdonezA_xxxx__Q06-21__bin.1,Bacteria,Firmicutes,1830459,533
BertuzziAS_2018__ERS2032098__bin.4,Bacteria,Firmicutes,2046060,611
BertuzziAS_2018__ERS2032119__bin.7,Bacteria,Firmicutes,2133302,638
LeechJ_2020__ERS3967735__bin.11,Bacteria,Firmicutes,2965349,625
MASTER_WP4_CSIC_1__P2143_73322__bin.3,Bacteria,Firmicutes,1876118,484
MASTER_WP4_CSIC_2__P2581__bin.13,Bacteria,Firmicutes,2134702,622
MASTER_WP4_CSIC_2__P2591__bin.4,Bacteria,Firmicutes,1279843,369
MASTER_WP4_TEAGASC_1__TGS03-21__bin.1,Bacteria,Firmicutes,1515060,457
MASTER_WP4_TEAGASC_1__TGS08-27__bin.2,Bacteria,Firmicutes,1949571,622
MASTER_WP4_TEAGASC_1__TGS08-28__bin.4,Bacteria,Firmicutes,2071525,628
PfeferT_xxxx__SRS2870570__bin.2,Bacteria,Firmicutes,1411631,410
WalshAM_2020__ERS3466724__bin.1,Bacteria,Firmicutes,1979835,589
WalshAM_2020__ERS3466773__bin.2,Bacteria,Firmicutes,1994773,554
WalshL_xxxx__G3__bin.1,Bacteria,Firmicutes,1814411,490
WalshL_xxxx__N9__bin.2,Bacteria,Firmicutes,1485404,386
WalshL_xxxx__V8__bin.4,Bacteria,Firmicutes,2333990,654
AlvarezOrdonezA_xxxx__Q04-21__bin.21,Bacteria,Firmicutes,1336698,401
AlvarezOrdonezA_xxxx__Q04-30__bin.8,Bacteria,Firmicutes,2229207,639
AlvarezOrdonezA_xxxx__Q05-27__bin.7,Bacteria,Firmicutes,2426152,653
BertuzziAS_2018__ERS2032113__bin.7,Bacteria,Firmicutes,1861991,599
DeFilippisF_xxxx__DF_113__bin.1,Bacteria,Firmicutes,2486283,669
DeFilippisF_xxxx__DF_123__bin.1,Bacteria,Firmicutes,2221747,632
MASTER_WP4_CSIC_1__P2155_73322__bin.8,Bacteria,Firmicutes,1143037,352
MASTER_WP4_CSIC_2__P2597__bin.7,Bacteria,Firmicutes,1224652,376
MASTER_WP4_CSIC_2__P2616__bin.15,Bacteria,Firmicutes,1917421,541
MASTER_WP4_FFoQSI_1__DC18-04-BR__bin.1,Bacteria,Firmicutes,1293764,402
MASTER_WP4_TEAGASC_1__TGS01-24__bin.3,Bacteria,Firmicutes,1957318,577
MASTER_WP4_TEAGASC_1__TGS03-24__bin.3,Bacteria,Firmicutes,1217025,353
MASTER_WP4_TEAGASC_1__TGS08-30__bin.6,Bacteria,Firmicutes,1669395,502
MASTER_WP4_TEAGASC_1__TGS10-24__bin.11,Bacteria,Firmicutes,1282038,397
MASTER_WP4_TEAGASC_1__TGS13-21__bin.1,Bacteria,Firmicutes,2165069,637
PfeferT_xxxx__SRS2870580__bin.1,Bacteria,Firmicutes,1806113,526
PfeferT_xxxx__SRS2870600__bin.6,Bacteria,Firmicutes,2196580,648
WalshL_xxxx__Q6__bin.1,Bacteria,Firmicutes,2387888,659
WalshL_xxxx__R6__bin.2,Bacteria,Firmicutes,1729532,475
WalshL_xxxx__R8__bin.1,Bacteria,Firmicutes,1870122,559
WalshL_xxxx__W4__bin.2,Bacteria,Firmicutes,2140066,615
WalshL_xxxx__W9__bin.1,Bacteria,Firmicutes,2286185,647
AlvarezOrdonezA_xxxx__Q01-23__bin.8,Bacteria,Firmicutes,1755333,504
AlvarezOrdonezA_xxxx__Q02-25__bin.5,Bacteria,Firmicutes,1970395,552
AlvarezOrdonezA_xxxx__Q05-29__bin.2,Bacteria,Firmicutes,2316486,621
DeFilippisF_xxxx__DF_38__bin.5,Bacteria,Firmicutes,1456182,486
DuruIC_2018__ERS2061102__bin.3,Bacteria,Firmicutes,2107342,635
MASTER_WP4_CSIC_2__P2515__bin.4,Bacteria,Firmicutes,1001503,318
MASTER_WP4_CSIC_2__P2573__bin.3,Bacteria,Firmicutes,1522784,429
MASTER_WP4_FFoQSI_1__DC18-F-BR__bin.2,Bacteria,Firmicutes,1858800,582
MASTER_WP4_TEAGASC_1__TGS03-27__bin.5,Bacteria,Firmicutes,2174751,602
MASTER_WP4_TEAGASC_1__TGS06-30__bin.9,Bacteria,Firmicutes,1607722,459
MASTER_WP4_UNINA_1__AS006_71775__bin.4,Bacteria,Firmicutes,2261635,639
MASTER_WP4_UNINA_2__T-25__bin.1,Bacteria,Firmicutes,2636244,655
MASTER_WP4_UNINA_2__T-25.1__bin.5,Bacteria,Firmicutes,1597149,412
MASTER_WP4_UNINA_2__T-26__bin.1,Bacteria,Firmicutes,2275785,619
MASTER_WP4_UNINA_2__V-23__bin.4,Bacteria,Firmicutes,1876275,559
PfeferT_xxxx__SRS2870593__bin.2,Bacteria,Firmicutes,1307332,373
WalshAM_2020__ERS3466775__bin.1,Bacteria,Firmicutes,2238770,654
WalshL_xxxx__k10__bin.4,Bacteria,Firmicutes,2435753,668
WalshL_xxxx__S4__bin.3,Bacteria,Firmicutes,2135094,627
AlvarezOrdonezA_xxxx__Q02-29__bin.12,Bacteria,Firmicutes,1141901,368
BertuzziAS_2018__ERS2032093__bin.6,Bacteria,Firmicutes,2139135,627
DuruIC_2018__ERS2061100__bin.1,Bacteria,Firmicutes,2125418,649
MASTER_WP4_CSIC_2__P2609__bin.10,Bacteria,Firmicutes,1597780,520
MASTER_WP4_TEAGASC_1__TGS09-26__bin.4,Bacteria,Firmicutes,2462110,673
MASTER_WP4_TEAGASC_1__TGS13-25__bin.8,Bacteria,Firmicutes,1784728,553
MASTER_WP4_UNINA_1__FF007_71775__bin.1,Bacteria,Firmicutes,2026347,603
MASTER_WP4_UNINA_2__V-26__bin.19,Bacteria,Firmicutes,1896460,554
PfeferT_xxxx__SRS2870583__bin.4,Bacteria,Firmicutes,1181783,371
PfeferT_xxxx__SRS2870601__bin.5,Bacteria,Firmicutes,2398528,647
WalshAM_2020__ERS3466785__bin.1,Bacteria,Firmicutes,2177026,639
WalshL_xxxx__A10__bin.2,Bacteria,Firmicutes,1200561,383
WalshL_xxxx__W2__bin.2,Bacteria,Firmicutes,2284970,647
WalshL_xxxx__W3__bin.1,Bacteria,Firmicutes,2336155,650
AlvarezOrdonezA_xxxx__Q05-30__bin.1,Bacteria,Firmicutes,2319595,645
FerrocinoI_2018__SRS1779554__bin.3,Bacteria,Firmicutes,2092555,545
MASTER_WP4_CSIC_1__P2193_73323__bin.6,Bacteria,Firmicutes,1586907,465
MASTER_WP4_CSIC_1__P2216_73323__bin.4,Bacteria,Firmicutes,1003887,323
MASTER_WP4_CSIC_2__P2559__bin.5,Bacteria,Firmicutes,1088974,288
MASTER_WP4_CSIC_2__P2579__bin.8,Bacteria,Firmicutes,2406044,649
MASTER_WP4_TEAGASC_1__TGS09-24__bin.1,Bacteria,Firmicutes,2303759,630
MASTER_WP4_TEAGASC_1__TGS12-27__bin.1,Bacteria,Firmicutes,2417122,663
MASTER_WP4_TEAGASC_1__TGS15-27__bin.10,Bacteria,Firmicutes,2128296,644
PfeferT_xxxx__SRS2870585__bin.2,Bacteria,Firmicutes,1468015,431
PfeferT_xxxx__SRS2870591__bin.1,Bacteria,Firmicutes,2167718,532
WalshL_xxxx__M9__bin.1,Bacteria,Firmicutes,1561543,458
WalshL_xxxx__N8__bin.2,Bacteria,Firmicutes,1910822,503
AlvarezOrdonezA_xxxx__Q02-24__bin.1,Bacteria,Firmicutes,1851088,514
BertuzziAS_2018__ERS2032109__bin.8,Bacteria,Firmicutes,2186127,640
DeFilippisF_xxxx__DF_4__bin.28,Bacteria,Firmicutes,2035988,614
MASTER_WP4_CSIC_2__P2481__bin.6,Bacteria,Firmicutes,1455390,389
MASTER_WP4_CSIC_2__P2521__bin.7,Bacteria,Firmicutes,1459209,421
MASTER_WP4_CSIC_2__P2613__bin.24,Bacteria,Firmicutes,1048278,269
MASTER_WP4_UNINA_2__H-27__bin.2,Bacteria,Firmicutes,1568054,459
WalshL_xxxx__M3__bin.4,Bacteria,Firmicutes,1046565,294
WalshL_xxxx__Q8__bin.1,Bacteria,Firmicutes,2321273,654
YaoG_2017__NM17-1__bin.7,Bacteria,Firmicutes,1434543,444
AlvarezOrdonezA_xxxx__Q05-21__bin.8,Bacteria,Firmicutes,1917670,556
AlvarezOrdonezA_xxxx__Q05-28__bin.3,Bacteria,Firmicutes,2436757,659
AlvarezOrdonezA_xxxx__Q07-27__bin.5,Bacteria,Firmicutes,2376300,625
BertuzziAS_2018__ERS2032090__bin.12,Bacteria,Firmicutes,1972013,604
BertuzziAS_2018__ERS2032104__bin.11,Bacteria,Firmicutes,2276363,653
BertuzziAS_2018__ERS2032107__bin.9,Bacteria,Firmicutes,2202043,644
MASTER_WP4_CSIC_2__P2566__bin.13,Bacteria,Firmicutes,1070095,330
MASTER_WP4_TEAGASC_1__TGS06-28__bin.4,Bacteria,Firmicutes,1634961,515
MASTER_WP4_TEAGASC_1__TGS07-23__bin.9,Bacteria,Firmicutes,1156942,367
WalshL_xxxx__B10__bin.2,Bacteria,Firmicutes,1580223,439
WalshL_xxxx__C3__bin.2,Bacteria,Firmicutes,2219907,659
WalshL_xxxx__J12__bin.1,Bacteria,Firmicutes,2352682,655
WalshL_xxxx__J4__bin.4,Bacteria,Firmicutes,2391820,658
WalshL_xxxx__J6__bin.1,Bacteria,Firmicutes,2087147,632
WalshL_xxxx__L6__bin.2,Bacteria,Firmicutes,2218649,634
WalshL_xxxx__M4__bin.3,Bacteria,Firmicutes,1914193,555
WalshL_xxxx__S12__bin.4,Bacteria,Firmicutes,2428814,661
WalshL_xxxx__S9__bin.5,Bacteria,Firmicutes,2393763,661
WalshL_xxxx__V7__bin.1,Bacteria,Firmicutes,2404783,657
AlvarezOrdonezA_xxxx__Q03-26__bin.2,Bacteria,Firmicutes,1963837,504
AlvarezOrdonezA_xxxx__Q03-30__bin.11,Bacteria,Firmicutes,2300291,638
BertuzziAS_2018__ERS2032111__bin.9,Bacteria,Firmicutes,2453668,657
DuruIC_2018__ERS2061098__bin.1,Bacteria,Firmicutes,2106929,641
MASTER_WP4_CSIC_1__P2198_73323__bin.1,Bacteria,Firmicutes,2046769,620
MASTER_WP4_CSIC_2__P2569__bin.16,Bacteria,Firmicutes,944912,288
MASTER_WP4_CSIC_2__P2588__bin.18,Bacteria,Firmicutes,1449384,453
MASTER_WP4_CSIC_2__P2634__bin.16,Bacteria,Firmicutes,1688882,518
MASTER_WP4_TEAGASC_1__TGS04-26__bin.2,Bacteria,Firmicutes,1687276,519
WalshAM_2020__ERS3466768__bin.1,Bacteria,Firmicutes,2532861,673
WalshL_xxxx__G4__bin.2,Bacteria,Firmicutes,1940183,587
WalshL_xxxx__I12__bin.4,Bacteria,Firmicutes,2235816,651
WalshL_xxxx__P11__bin.5,Bacteria,Firmicutes,1563843,465
BertuzziAS_2018__ERS2032115__bin.4,Bacteria,Firmicutes,2424847,636
DuruIC_2018__ERS2061099__bin.5,Bacteria,Firmicutes,2105967,634
MASTER_WP4_CSIC_1__P2_200_75211__bin.4,Bacteria,Firmicutes,1902831,592
MASTER_WP4_CSIC_2__P2557__bin.1,Bacteria,Firmicutes,1134337,305
MASTER_WP4_CSIC_2__P2615__bin.17,Bacteria,Firmicutes,1171462,345
MASTER_WP4_FFoQSI_1__DC18-04-AC__bin.3,Bacteria,Firmicutes,1772438,561
MASTER_WP4_TEAGASC_1__TGS14-30__bin.39,Bacteria,Firmicutes,1400614,398
MASTER_WP4_UNINA_1__AS112_71775__bin.6,Bacteria,Firmicutes,1945093,598
MASTER_WP4_UNINA_1__AS207_73417__bin.3,Bacteria,Firmicutes,2463423,673
MASTER_WP4_UNINA_1__MV011_71775__bin.4,Bacteria,Firmicutes,2009368,588
MASTER_WP4_UNINA_1__PS007_71775__bin.1,Bacteria,Firmicutes,2072873,629
PfeferT_xxxx__SRS2870575__bin.1,Bacteria,Firmicutes,1567806,473
WalshAM_2020__ERS3466729__bin.1,Bacteria,Firmicutes,2073203,563
WalshAM_2020__ERS3466742__bin.6,Bacteria,Firmicutes,2136797,633
WalshAM_2020__ERS3466758__bin.3,Bacteria,Firmicutes,2474169,669
WalshL_xxxx__C4__bin.6,Bacteria,Firmicutes,2230663,650
WalshL_xxxx__D9__bin.1,Bacteria,Firmicutes,2248349,600
WalshL_xxxx__I9__bin.5,Bacteria,Firmicutes,2224064,654
WalshL_xxxx__L9__bin.1,Bacteria,Firmicutes,2434283,669
WalshL_xxxx__P6__bin.3,Bacteria,Firmicutes,2212763,608
BertuzziAS_2018__ERS2032091__bin.1,Bacteria,Firmicutes,2118674,628
BertuzziAS_2018__ERS2032099__bin.5,Bacteria,Firmicutes,2128926,628
DeFilippisF_xxxx__DF_101__bin.20,Bacteria,Firmicutes,1570310,446
FerrocinoI_2018__SRS1779545__bin.10,Bacteria,Firmicutes,2164059,611
FerrocinoI_2018__SRS1779550__bin.5,Bacteria,Firmicutes,2296844,635
MASTER_WP4_CSIC_1__P2244_73323__bin.19,Bacteria,Firmicutes,1923119,568
MASTER_WP4_CSIC_2__P2618__bin.22,Bacteria,Firmicutes,2151725,628
MASTER_WP4_FFoQSI_1__DC18-04-AR__bin.5,Bacteria,Firmicutes,1542508,473
MASTER_WP4_TEAGASC_1__TGS01-21__bin.6,Bacteria,Firmicutes,1493852,444
MASTER_WP4_TEAGASC_1__TGS07-21__bin.7,Bacteria,Firmicutes,1536717,401
MASTER_WP4_TEAGASC_1__TGS09-27__bin.1,Bacteria,Firmicutes,1249914,354
MASTER_WP4_UNINA_2__H-26__bin.1,Bacteria,Firmicutes,2183820,650
MASTER_WP4_UNINA_2__H-29__bin.3,Bacteria,Firmicutes,1512510,440
WalshAM_2020__ERS3466738__bin.4,Bacteria,Firmicutes,2257778,631
WalshL_xxxx__C5__bin.1,Bacteria,Firmicutes,2192544,646
WalshL_xxxx__k11__bin.1,Bacteria,Firmicutes,2353789,656
WalshL_xxxx__Q7__bin.1,Bacteria,Firmicutes,2369138,658
WalshL_xxxx__R10__bin.1,Bacteria,Firmicutes,2228109,596
AlvarezOrdonezA_xxxx__Q02-30__bin.11,Bacteria,Firmicutes,1866791,498
BertuzziAS_2018__ERS2032102__bin.8,Bacteria,Firmicutes,2111036,634
BertuzziAS_2018__ERS2032120__bin.1,Bacteria,Firmicutes,2527859,676
BertuzziAS_2018__ERS2032124__bin.2,Bacteria,Firmicutes,2220771,646
DuruIC_2018__ERS2061101__bin.2,Bacteria,Firmicutes,1294390,382
EinsonEJ_2018__SRS2706106__bin.3,Bacteria,Firmicutes,1891091,472
EscobarZepedaA_2016__SRS974112__bin.19,Bacteria,Firmicutes,2084222,620
MASTER_WP4_CSIC_1__P2230_73323__bin.1,Bacteria,Firmicutes,1993684,610
MASTER_WP4_CSIC_1__P2250_73323__bin.25,Bacteria,Firmicutes,1873315,538
MASTER_WP4_CSIC_2__P2511__bin.3,Bacteria,Firmicutes,1364302,438
MASTER_WP4_CSIC_2__P2533__bin.2,Bacteria,Firmicutes,1288729,384
MASTER_WP4_TEAGASC_1__TGS06-27__bin.3,Bacteria,Firmicutes,1895463,591
MASTER_WP4_TEAGASC_1__TGS06-29__bin.6,Bacteria,Firmicutes,1688957,497
MASTER_WP4_TEAGASC_1__TGS08-24__bin.1,Bacteria,Firmicutes,1952590,570
MASTER_WP4_UNINA_1__AS001_71775__bin.15,Bacteria,Firmicutes,2030046,536
PfeferT_xxxx__SRS2870571__bin.5,Bacteria,Firmicutes,2366535,668
WalshAM_2020__ERS3466748__bin.3,Bacteria,Firmicutes,2292210,577
WalshL_xxxx__H1__bin.3,Bacteria,Firmicutes,2192535,649
WalshL_xxxx__I4__bin.4,Bacteria,Firmicutes,2221822,651
AlvarezOrdonezA_xxxx__Q01-27__bin.3,Bacteria,Firmicutes,2265819,638
BertuzziAS_2018__ERS2032095__bin.5,Bacteria,Firmicutes,2039240,633
BertuzziAS_2018__ERS2032117__bin.4,Bacteria,Firmicutes,1999488,614
DeFilippisF_xxxx__DF_40__bin.2,Bacteria,Firmicutes,2417830,660
MASTER_WP4_CSIC_1__P2229_73323__bin.7,Bacteria,Firmicutes,1514989,462
MASTER_WP4_CSIC_2__P2549__bin.8,Bacteria,Firmicutes,1697830,456
MASTER_WP4_CSIC_2__P2576__bin.10,Bacteria,Firmicutes,1355585,414
MASTER_WP4_CSIC_2__P2627__bin.9,Bacteria,Firmicutes,1973149,615
MASTER_WP4_FFoQSI_1__RC17-04-BC__bin.8,Bacteria,Firmicutes,836977,263
MASTER_WP4_UNINA_2__V-27__bin.5,Bacteria,Firmicutes,2116418,563
PasolliE_2020__SRS6525480__bin.2,Bacteria,Firmicutes,2263265,651
WalshL_xxxx__B1__bin.2,Bacteria,Firmicutes,1898599,562
WalshL_xxxx__H5__bin.2,Bacteria,Firmicutes,2059936,622
WalshL_xxxx__I11__bin.1,Bacteria,Firmicutes,2263243,655
WalshL_xxxx__I8__bin.4,Bacteria,Firmicutes,2274620,660
WalshL_xxxx__L1__bin.5,Bacteria,Firmicutes,2373839,658
AlvarezOrdonezA_xxxx__Q02-23__bin.3,Bacteria,Firmicutes,1967571,557
AlvarezOrdonezA_xxxx__Q07-24__bin.3,Bacteria,Firmicutes,2143104,613
DeFilippisF_xxxx__DF_6__bin.4,Bacteria,Firmicutes,2438143,641
DeFilippisF_xxxx__DF_95__bin.2,Bacteria,Firmicutes,2183792,618
DuruIC_2018__ERS2061097__bin.3,Bacteria,Firmicutes,2166196,641
MASTER_WP4_CSIC_2__P2619__bin.54,Bacteria,Firmicutes,2041097,592
MASTER_WP4_CSIC_2__P2635__bin.2,Bacteria,Firmicutes,1834147,576
MASTER_WP4_UNINA_2__H-23__bin.4,Bacteria,Firmicutes,1561416,454
PfeferT_xxxx__SRS2870567__bin.12,Bacteria,Firmicutes,901797,262
PothakosV_2020__ERS2068299__bin.5,Bacteria,Firmicutes,2435350,462
WalshL_xxxx__J3__bin.7,Bacteria,Firmicutes,2261394,649
WalshL_xxxx__J5__bin.2,Bacteria,Firmicutes,1084539,266
WalshL_xxxx__Q1__bin.10,Bacteria,Firmicutes,2320389,657
WalshL_xxxx__W5__bin.2,Bacteria,Firmicutes,2313189,648
AlvarezOrdonezA_xxxx__Q01-21__bin.1,Bacteria,Firmicutes,2637195,645
BertuzziAS_2018__ERS2032116__bin.5,Bacteria,Firmicutes,2356130,637
KastmanEK_2016__CSB729__bin.6,Bacteria,Firmicutes,2222004,616
MASTER_WP4_CSIC_1__P2152_73322__bin.12,Bacteria,Firmicutes,1719452,526
MASTER_WP4_CSIC_1__P2162_73322__bin.4,Bacteria,Firmicutes,2117540,633
MASTER_WP4_CSIC_1__P2196_73323__bin.4,Bacteria,Firmicutes,2082889,634
MASTER_WP4_CSIC_2__P2512__bin.10,Bacteria,Firmicutes,1146535,338
MASTER_WP4_CSIC_2__P2517__bin.37,Bacteria,Firmicutes,1283137,385
MASTER_WP4_CSIC_2__P2531__bin.9,Bacteria,Firmicutes,1388741,416
MASTER_WP4_CSIC_2__P2629__bin.20,Bacteria,Firmicutes,1299030,398
MASTER_WP4_CSIC_2__P2630__bin.21,Bacteria,Firmicutes,1695928,531
MASTER_WP4_TEAGASC_1__TGS08-26__bin.4,Bacteria,Firmicutes,2087184,605
MASTER_WP4_TEAGASC_1__TGS15-23__bin.3,Bacteria,Firmicutes,1187495,340
WalshAM_2020__ERS3466776__bin.19,Bacteria,Firmicutes,1990824,550
